timestamp,symbol,side,entry_price,exit_price,pnl,size,stop_loss,take_profit,duration_seconds,risk_amount,atr_value,r_value,risk_multiplier,ema_cross_diff_pct,atr_pct,rsi_normalized,price_to_fast_pct,price_to_slow_pct,trend_direction,trend_strength,regime,volatility_level,target,trade_type,exit_type,r_multiple,time_in_trade
2026-01-26 18:46:04.172301,BTC/USDT,BUY,87972.35,87945.96,-1.493726779999967,0.056602,87532.49,88412.21,31.692735,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,normal,True,False,True,BUY,BUY,True,0,executed,unknown,-1.493726779999967,31.692735
2026-01-26 18:46:06.676249,BTC/USDT,BUY,87972.35,87945.96,-1.493726779999967,0.056602,87532.49,88412.21,30.945451,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,normal,True,False,True,BUY,BUY,True,0,executed,unknown,-1.493726779999967,30.945451
2026-01-26 18:46:10.158158,BTC/USDT,BUY,87945.96,87985.99,2.266458569999934,0.056619,87506.23,88385.69,31.505681,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,normal,True,False,True,BUY,BUY,True,1,executed,unknown,2.266458569999934,31.505681
2026-01-26 18:46:13.620161,BTC/USDT,BUY,87945.96,87986.0,2.2670247599996376,0.056619,87506.23,88385.69,31.517486,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,normal,True,False,True,BUY,BUY,True,1,executed,unknown,2.2670247599996376,31.517486
2026-01-26 18:46:16.133604,BTC/USDT,BUY,87945.96,87986.0,2.2670247599996376,0.056619,87506.23,88385.69,31.33563,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,normal,True,False,True,BUY,BUY,True,1,executed,unknown,2.2670247599996376,31.33563
2026-01-26 18:46:20.172457,BTC/USDT,BUY,87945.96,87986.0,2.2670247599996376,0.056619,87506.23,88385.69,30.792259,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,normal,True,False,True,BUY,BUY,True,1,executed,unknown,2.2670247599996376,30.792259
2026-01-26 18:46:22.686211,BTC/USDT,BUY,87945.96,87986.0,2.2670247599996376,0.056619,87506.23,88385.69,30.026889,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,normal,True,False,True,BUY,BUY,True,1,executed,unknown,2.2670247599996376,30.026889
2026-01-26 18:46:25.194462,BTC/USDT,BUY,87945.96,87986.01,2.267590949999341,0.056619,87506.23,88385.69,32.158781,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,normal,True,False,True,BUY,BUY,True,1,executed,unknown,2.267590949999341,32.158781
2026-01-26 18:48:04.087965,BTC/USDT,BUY,88016.68,88026.6,0.5624044800007261,0.056694,87576.6,88456.76,31.340657,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,normal,True,False,True,BUY,BUY,True,0,executed,unknown,0.5624044800007261,31.340657
2026-01-26 18:48:06.591729,BTC/USDT,BUY,88017.13,88026.6,0.536882710000066,0.056693,87577.04,88457.22,30.551534,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,normal,True,False,True,BUY,BUY,True,0,executed,unknown,0.536882710000066,30.551534
2026-01-26 18:48:10.111357,BTC/USDT,BUY,88017.14,88026.6,0.536315780000363,0.056693,87577.05,88457.23,31.106104,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,normal,True,False,True,BUY,BUY,True,0,executed,unknown,0.536315780000363,31.106104
2026-01-26 18:48:13.600811,BTC/USDT,BUY,88017.14,88049.28,1.822113019999967,0.056693,87577.05,88457.23,31.322422,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,normal,True,False,True,BUY,BUY,True,1,executed,unknown,1.822113019999967,31.322422
2026-01-26 18:48:16.111636,BTC/USDT,BUY,88017.14,88049.27,1.821546090000264,0.056693,87577.05,88457.23,30.582674,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,normal,True,False,True,BUY,BUY,True,1,executed,unknown,1.821546090000264,30.582674
2026-01-26 18:48:18.627853,BTC/USDT,BUY,88017.14,88049.27,1.821546090000264,0.056693,87577.05,88457.23,30.379531,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,normal,True,False,True,BUY,BUY,True,1,executed,unknown,1.821546090000264,30.379531
2026-01-26 18:48:22.654563,BTC/USDT,BUY,88017.14,88049.28,1.822113019999967,0.056693,87577.05,88457.23,32.17592,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,normal,True,False,True,BUY,BUY,True,1,executed,unknown,1.822113019999967,32.17592
2026-01-26 18:48:25.553528,BTC/USDT,BUY,88017.14,88049.28,1.822113019999967,0.056693,87577.05,88457.23,31.022506,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,normal,True,False,True,BUY,BUY,True,1,executed,unknown,1.822113019999967,31.022506
2026-01-26 18:49:51.019747,BTC/USDT,BUY,88162.65,88172.65,0.5672200000000001,0.056722,87721.84,88603.46,31.676584,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,normal,True,False,True,BUY,BUY,True,0,executed,unknown,0.5672200000000001,31.676584
2026-01-26 18:49:53.523032,BTC/USDT,BUY,88162.65,88172.65,0.5672200000000001,0.056722,87721.84,88603.46,30.94598,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,normal,True,False,True,BUY,BUY,True,0,executed,unknown,0.5672200000000001,30.94598
2026-01-26 18:49:56.979504,BTC/USDT,BUY,88162.65,88172.65,0.5672200000000001,0.056722,87721.84,88603.46,30.990468,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,normal,True,False,True,BUY,BUY,True,0,executed,unknown,0.5672200000000001,30.990468
2026-01-26 18:50:00.456662,BTC/USDT,BUY,88162.66,88172.65,0.5666527799994717,0.056722,87721.85,88603.47,30.980702,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,normal,True,False,True,BUY,BUY,True,0,executed,unknown,0.5666527799994717,30.980702
2026-01-26 18:50:02.964709,BTC/USDT,BUY,88162.66,88172.65,0.5666527799994717,0.056722,87721.85,88603.47,30.219177,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,normal,True,False,True,BUY,BUY,True,0,executed,unknown,0.5666527799994717,30.219177
2026-01-26 18:50:05.474547,BTC/USDT,BUY,88162.66,88172.65,0.5666527799994717,0.056722,87721.85,88603.47,31.192564,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,normal,True,False,True,BUY,BUY,True,0,executed,unknown,0.5666527799994717,31.192564
2026-01-26 18:50:07.982121,BTC/USDT,BUY,88162.65,88172.64,0.5666527800002972,0.056722,87721.84,88603.46,30.986044,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,normal,True,False,True,BUY,BUY,True,0,executed,unknown,0.5666527800002972,30.986044
2026-01-26 18:50:11.471436,BTC/USDT,BUY,88160.46,88221.99,3.4901661899999343,0.056723,87719.66,88601.26,30.384429,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,normal,True,False,True,BUY,BUY,True,1,executed,unknown,3.4901661899999343,30.384429
2026-01-26 18:50:14.953924,BTC/USDT,BUY,88160.46,88222.0,3.490733419999637,0.056723,87719.66,88601.26,31.506238,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,normal,True,False,True,BUY,BUY,True,1,executed,unknown,3.490733419999637,31.506238
2026-01-26 18:50:19.236239,BTC/USDT,BUY,88160.46,88222.0,3.490733419999637,0.056723,87719.66,88601.26,30.712639,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,normal,True,False,True,BUY,BUY,True,1,executed,unknown,3.490733419999637,30.712639
2026-01-26 18:50:22.693884,BTC/USDT,BUY,88172.65,88222.0,2.79888525000033,0.056715,87731.79,88613.51,30.151073,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,normal,True,False,True,BUY,BUY,True,1,executed,unknown,2.79888525000033,30.151073
2026-01-26 18:50:26.219855,BTC/USDT,BUY,88172.65,88234.78,3.524510640000264,0.056728,87731.79,88613.51,31.255232,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,normal,True,False,True,BUY,BUY,True,1,executed,unknown,3.524510640000264,31.255232
2026-01-26 18:50:59.220876,BTC/USDT,BUY,88235.28,88222.65,-0.7187733000002651,0.05691,87794.1,88676.46,31.965521,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,normal,True,False,True,BUY,BUY,True,0,executed,unknown,-0.7187733000002651,31.965521
2026-01-26 18:51:01.725311,BTC/USDT,BUY,88235.28,88222.65,-0.7187733000002651,0.05691,87794.1,88676.46,31.220518,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,normal,True,False,True,BUY,BUY,True,0,executed,unknown,-0.7187733000002651,31.220518
2026-01-26 18:54:45.148383,BTC/USDT,BUY,88245.03,88257.12,0.6877759199998014,0.056888,87803.8,88686.26,31.031214,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,normal,True,False,True,BUY,BUY,True,0,executed,unknown,0.6877759199998014,31.031214
2026-01-26 18:54:47.659892,BTC/USDT,BUY,88245.04,88257.12,0.6872070400000994,0.056888,87803.81,88686.27,30.270641,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,normal,True,False,True,BUY,BUY,True,0,executed,unknown,0.6872070400000994,30.270641
2026-01-26 18:54:51.116378,BTC/USDT,BUY,88245.04,88226.71,-1.0427570399992716,0.056888,87803.81,88686.27,30.840146,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,normal,True,False,True,BUY,BUY,True,0,executed,unknown,-1.0427570399992716,30.840146
2026-01-26 18:54:54.593572,BTC/USDT,BUY,88245.03,88226.71,-1.0421881599995695,0.056888,87803.8,88686.26,30.830073,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,normal,True,False,True,BUY,BUY,True,0,executed,unknown,-1.0421881599995695,30.830073
2026-01-26 18:54:58.076364,BTC/USDT,BUY,88245.04,88226.7,-1.0433259199998013,0.056888,87803.81,88686.27,30.802029,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,normal,True,False,True,BUY,BUY,True,0,executed,unknown,-1.0433259199998013,30.802029
2026-01-26 18:55:00.588332,BTC/USDT,BUY,88257.12,88226.71,-1.729720799999371,0.05688,87815.83,88698.41,30.030262,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,normal,True,False,True,BUY,BUY,True,0,executed,unknown,-1.729720799999371,30.030262
2026-01-26 18:56:02.451550,BTC/USDT,SELL,88213.13,88242.17,-1.651475759999636,0.056869,88654.2,87772.06,30.77144,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,normal,False,True,True,SELL,SELL,True,0,executed,unknown,-1.651475759999636,30.77144
2026-01-26 18:56:04.968145,BTC/USDT,SELL,88213.13,88242.17,-1.651475759999636,0.056869,88654.2,87772.06,30.580687,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,normal,False,True,True,SELL,SELL,True,0,executed,unknown,-1.651475759999636,30.580687
2026-01-26 18:56:09.020385,BTC/USDT,SELL,88217.09,88242.17,-1.4261992800000993,0.056866,88658.18,87776.0,30.574451,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,normal,False,True,True,SELL,SELL,True,0,executed,unknown,-1.4261992800000993,30.574451
2026-01-26 18:56:11.526100,BTC/USDT,SELL,88217.09,88242.17,-1.4261992800000993,0.056866,88658.18,87776.0,32.711414,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,normal,False,True,True,SELL,SELL,True,0,executed,unknown,-1.4261992800000993,32.711414
2026-01-26 18:56:15.020072,BTC/USDT,SELL,88217.1,88242.17,-1.4256306199995696,0.056866,88658.19,87776.01,30.977203,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,normal,False,True,True,SELL,SELL,True,0,executed,unknown,-1.4256306199995696,30.977203
2026-01-26 18:56:17.535380,BTC/USDT,SELL,88217.09,88242.17,-1.4261992800000993,0.056866,88658.18,87776.0,30.241414,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,normal,False,True,True,SELL,SELL,True,0,executed,unknown,-1.4261992800000993,30.241414
2026-01-26 18:56:20.998737,BTC/USDT,SELL,88217.09,88255.42,-2.1796737800000994,0.056866,88658.18,87776.0,32.015894,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,normal,False,True,True,SELL,SELL,True,0,executed,unknown,-2.1796737800000994,32.015894
2026-01-26 18:56:24.494064,BTC/USDT,SELL,88242.17,88255.42,-0.7532625,0.05685,88683.38,87800.96,30.889886,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,normal,False,True,True,SELL,SELL,True,0,executed,unknown,-0.7532625,30.889886
2026-01-26 18:57:04.101352,BTC/USDT,SELL,88226.7,88221.01,0.32276525000013206,0.056725,88667.83,87785.57,30.975911,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,normal,False,True,True,SELL,SELL,True,0,executed,unknown,0.32276525000013206,30.975911
2026-01-26 18:57:06.615711,BTC/USDT,SELL,88226.7,88221.01,0.32276525000013206,0.056725,88667.83,87785.57,30.224614,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,normal,False,True,True,SELL,SELL,True,0,executed,unknown,0.32276525000013206,30.224614
2026-01-26 18:57:09.121221,BTC/USDT,SELL,88226.7,88221.01,0.32276525000013206,0.056725,88667.83,87785.57,31.2215,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,normal,False,True,True,SELL,SELL,True,0,executed,unknown,0.32276525000013206,31.2215
2026-01-26 18:57:12.607605,BTC/USDT,SELL,88226.7,88221.01,0.32276525000013206,0.056725,88667.83,87785.57,31.770197,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,normal,False,True,True,SELL,SELL,True,0,executed,unknown,0.32276525000013206,31.770197
2026-01-26 18:57:15.119571,BTC/USDT,SELL,88226.7,88221.01,0.32276525000013206,0.056725,88667.83,87785.57,31.015805,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,normal,False,True,True,SELL,SELL,True,0,executed,unknown,0.32276525000013206,31.015805
2026-01-26 18:57:17.631025,BTC/USDT,SELL,88226.7,88221.01,0.32276525000013206,0.056725,88667.83,87785.57,30.256122,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,normal,False,True,True,SELL,SELL,True,0,executed,unknown,0.32276525000013206,30.256122
2026-01-26 18:57:20.541192,BTC/USDT,SELL,88226.7,88311.71,-4.822192250000528,0.056725,88667.83,87785.57,30.830057,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,normal,False,True,True,SELL,SELL,True,0,executed,unknown,-4.822192250000528,30.830057
2026-01-26 18:57:24.057432,BTC/USDT,SELL,88226.71,88311.72,-4.822192249999703,0.056725,88667.84,87785.58,31.392266,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,normal,False,True,True,SELL,SELL,True,0,executed,unknown,-4.822192249999703,31.392266
2026-01-26 18:58:42.985303,BTC/USDT,SELL,88333.33,88359.09,-1.4572174399997038,0.056569,88775.0,87891.66,32.040776,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,normal,False,True,True,SELL,SELL,True,0,executed,unknown,-1.4572174399997038,32.040776
2026-01-26 18:58:45.497337,BTC/USDT,SELL,88333.33,88375.01,-2.357795919999605,0.056569,88775.0,87891.66,32.04096,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,normal,False,True,True,SELL,SELL,True,0,executed,unknown,-2.357795919999605,32.04096
2026-01-26 18:58:49.565340,BTC/USDT,SELL,88333.33,88375.01,-2.357795919999605,0.056569,88775.0,87891.66,30.484022,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,normal,False,True,True,SELL,SELL,True,0,executed,unknown,-2.357795919999605,30.484022
2026-01-26 18:58:53.042543,BTC/USDT,SELL,88333.33,88375.01,-2.357795919999605,0.056569,88775.0,87891.66,31.058631,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,normal,False,True,True,SELL,SELL,True,0,executed,unknown,-2.357795919999605,31.058631
2026-01-26 18:58:57.059002,BTC/USDT,SELL,88352.37,88375.01,-1.2804504799999672,0.056557,88794.13,87910.61,30.511743,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,normal,False,True,True,SELL,SELL,True,0,executed,unknown,-1.2804504799999672,30.511743
2026-01-26 18:58:59.569584,BTC/USDT,SELL,88359.09,88375.01,-0.9003237599999012,0.056553,88800.89,87917.29,30.326978,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,normal,False,True,True,SELL,SELL,True,0,executed,unknown,-0.9003237599999012,30.326978
2026-01-26 18:59:03.062662,BTC/USDT,SELL,88359.08,88400.0,-2.314148759999901,0.056553,88800.88,87917.28,30.901767,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,normal,False,True,True,SELL,SELL,True,0,executed,unknown,-2.314148759999901,30.901767
2026-01-26 18:59:05.568568,BTC/USDT,SELL,88359.09,88400.0,-2.3135832300001975,0.056553,88800.89,87917.29,30.150367,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,normal,False,True,True,SELL,SELL,True,0,executed,unknown,-2.3135832300001975,30.150367
2026-01-26 18:59:09.046636,BTC/USDT,SELL,88359.09,88400.0,-2.3135832300001975,0.056553,88800.89,87917.29,30.740907,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,normal,False,True,True,SELL,SELL,True,0,executed,unknown,-2.3135832300001975,30.740907
2026-01-26 18:59:12.518140,BTC/USDT,SELL,88359.09,88400.0,-2.3135832300001975,0.056553,88800.89,87917.29,30.782915,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,normal,False,True,True,SELL,SELL,True,0,executed,unknown,-2.3135832300001975,30.782915
2026-01-26 18:59:15.023882,BTC/USDT,SELL,88359.09,88400.0,-2.3135832300001975,0.056553,88800.89,87917.29,30.025835,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,normal,False,True,True,SELL,SELL,True,0,executed,unknown,-2.3135832300001975,30.025835
2026-01-26 18:59:17.536074,BTC/USDT,SELL,88375.01,88403.73,-1.6234267200000658,0.056526,88816.89,87933.13,30.985095,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,normal,False,True,True,SELL,SELL,True,0,executed,unknown,-1.6234267200000658,30.985095
2026-01-26 18:59:20.047087,BTC/USDT,SELL,88375.01,88403.73,-1.6226512800000659,0.056499,88816.89,87933.13,30.251922,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,normal,False,True,True,SELL,SELL,True,0,executed,unknown,-1.6226512800000659,30.251922
2026-01-26 18:59:35.717010,BTC/USDT,SELL,88400.0,88431.68,-1.7860867199996062,0.056379,88842.0,87958.0,31.314264,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,normal,False,True,True,SELL,SELL,True,0,executed,unknown,-1.7860867199996062,31.314264
2026-01-26 19:03:18.605790,BTC/USDT,SELL,88457.3,88431.68,1.439357220000556,0.056181,88899.59,88015.01,31.425482,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,normal,False,True,True,SELL,SELL,True,1,executed,unknown,1.439357220000556,31.425482
2026-01-26 19:03:22.659176,BTC/USDT,SELL,88457.3,88431.68,1.439357220000556,0.056181,88899.59,88015.01,31.425427,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,normal,False,True,True,SELL,SELL,True,1,executed,unknown,1.439357220000556,31.425427
2026-01-26 19:03:25.165475,BTC/USDT,SELL,88457.3,88431.68,1.439357220000556,0.056181,88899.59,88015.01,30.696409,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,normal,False,True,True,SELL,SELL,True,1,executed,unknown,1.439357220000556,30.696409
2026-01-26 19:03:27.676032,BTC/USDT,SELL,88457.3,88431.68,1.439357220000556,0.056181,88899.59,88015.01,30.513239,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,normal,False,True,True,SELL,SELL,True,1,executed,unknown,1.439357220000556,30.513239
2026-01-26 19:03:31.148177,BTC/USDT,SELL,88457.3,88431.68,1.439357220000556,0.056181,88899.59,88015.01,30.516492,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,normal,False,True,True,SELL,SELL,True,1,executed,unknown,1.439357220000556,30.516492
2026-01-26 19:03:33.663993,BTC/USDT,SELL,88457.3,88431.68,1.439357220000556,0.056181,88899.59,88015.01,32.105464,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,normal,False,True,True,SELL,SELL,True,1,executed,unknown,1.439357220000556,32.105464
